listing_id,lat,lon,city_center,city_center_lat,city_center_lon,haversine_km,travel_time_min
3436450636,50.413482,12.919781,3,50.2327,12.8712,20.4,30.4
128389964,49.147243,16.662998,14,49.1951,16.6068,6.71,14.9
1597313868,48.879518,16.038622,14,49.1951,16.6068,54.28,62.3
1557402444,50.045647,14.419974,10,50.088,14.4208,4.71,11.3
2984969036,50.132897,14.130521,10,50.088,14.4208,21.29,33.8
3525702476,49.184656,16.636519,14,49.1951,16.6068,2.45,7.9
3367621452,50.134154,14.288499,10,50.088,14.4208,10.74,24.5
3480810316,49.006487,14.541083,1,48.9745,14.4743,6.03,10.7
767824716,50.216186,12.812651,3,50.2327,12.8712,4.55,7.2
1598923596,50.766601,15.062711,5,50.7671,15.0562,0.46,1.3
3374838348,50.231227,12.873023,3,50.2327,12.8712,0.21,0.6
3374604876,50.770487,15.432582,5,50.7671,15.0562,26.47,49.8
4150465100,49.835026,18.292593,12,49.8209,18.2625,2.67,6.8
1410875980,48.640351,14.227149,1,48.9745,14.4743,41.33,58.1
2389746508,50.198846,15.860598,6,50.2104,15.8252,2.83,6.1
4128518988,48.865123,13.911219,1,48.9745,14.4743,42.9,66.7
417018700,49.196742,16.86873,14,49.1951,16.6068,19.03,22.3
1972880204,49.40296,15.589721,13,49.3961,15.5904,0.76,1.9
327770700,49.183268,16.595278,14,49.1951,16.6068,1.56,4.6
3812840012,50.238769,14.314708,10,50.088,14.4208,18.39,33.5
3233399628,50.238769,14.314708,10,50.088,14.4208,18.39,33.5
