osm_id,name,latitude,longitude,poi_kind,raw_main_tag
node/3926245284,"Břeclav, Poštorná, PKZ",48.7520812,16.8519802,bus_stop,bus=yes
node/2467601238,"Břeclav, Poštorná, Nádražní",48.752156,16.8581262,bus_stop,bus=yes
node/11039512088,"Horní Stropnice, Dlouhá Stropnice, č.14",48.7524242,14.7426936,bus_stop,bus=yes
node/12367938190,"Valtice, bažantnice (z)",48.7527633,16.7391808,bus_stop,bus=yes
node/8918438795,"Břeclav, poliklinika",48.7528279,16.8837653,bus_stop,bus=yes
node/2470121088,"Břeclav, Poštorná, kostel",48.7528437,16.8669268,bus_stop,bus=yes
node/12367938189,"Valtice, bažantnice (z)",48.7530048,16.738807,bus_stop,bus=yes
node/2470121137,"Břeclav, Poštorná, kostel",48.7530363,16.8677372,bus_stop,bus=yes
node/3620927382,"Břeclav, nemocnice",48.7531308,16.8820737,bus_stop,bus=yes
node/8918438791,"Břeclav, nemocnice",48.7532058,16.8815228,bus_stop,bus=yes
node/9669656826,"Břeclav, Poštorná, Tovární čtvrť",48.7545366,16.8496435,bus_stop,bus=yes
node/10887154727,"Tvrdonice, na konci",48.7546536,16.9870932,bus_stop,bus=yes
node/4986249855,"Břeclav, autobusové nádraží",48.7547301,16.8929815,bus_stop,bus=yes
node/11039510505,"Horní Planá, Jenišov, rozc.",48.7553442,14.0419584,bus_stop,bus=yes
node/11039510504,"Horní Planá, Jenišov, rozc.",48.7555094,14.041008,bus_stop,bus=yes
node/9669656821,"Břeclav, Poštorná, Hlavní",48.7555097,16.8633153,bus_stop,bus=yes
node/2470122192,"Břeclav, Poštorná, Lesní",48.7555367,16.8734225,bus_stop,bus=yes
node/8918438796,"Břeclav, Průmyslová škola",48.7558271,16.8844132,bus_stop,bus=yes
node/2470122133,"Břeclav, Poštorná, Lesní",48.7558989,16.8744247,bus_stop,bus=yes
node/8918438798,"Břeclav, Jana Palacha",48.7559875,16.889067,bus_stop,bus=yes
node/11039510796,"Bohdalovice, rozc. 1.5",48.7560202,14.2789804,bus_stop,bus=yes
node/665427905,"Břeclav, Jana Palacha",48.7562532,16.8886733,bus_stop,bus=yes
node/9669656825,"Břeclav, Poštorná, Valtická",48.7564501,16.8564575,bus_stop,bus=yes
node/11039512115,"Horní Stropnice, Rychnov u N. H.",48.7564626,14.6768324,bus_stop,bus=yes
node/2466629343,"Břeclav, Poštorná, Valtická",48.7566665,16.8568942,bus_stop,bus=yes
node/11039512082,"Horní Stropnice, Meziluží, rozc. 1.2",48.7570677,14.6854969,bus_stop,bus=yes
node/3946612818,"Břeclav, Dům kultury",48.7571317,16.8847813,bus_stop,bus=yes
node/276282592,"Horní Planá, Bližší Lhota",48.7571471,14.0134328,bus_stop,bus=yes
node/11039510665,"Černá v Pošumaví, Mokrá",48.7576824,14.1369465,bus_stop,bus=yes
node/332570963,"Přídolí, Práčov",48.7578127,14.338545,bus_stop,bus=yes
node/2466594599,"Břeclav, Poštorná, Valtická, točna",48.7580143,16.8497349,bus_stop,bus=yes
node/9897678318,"Bohdalovice, Kronet",48.7581367,14.2499347,bus_stop,bus=yes
node/9669656819,"Břeclav, Poštorná, Hlavní na konci",48.7583026,16.8598277,bus_stop,bus=yes
node/11039511170,"Kaplice, Žďár",48.758389,14.4944536,bus_stop,bus=yes
node/2467841759,"Břeclav, 1. máje",48.7584584,16.8786262,bus_stop,bus=yes
node/9669656820,"Břeclav, Poštorná, Hlavní na konci",48.7588758,16.8589078,bus_stop,bus=yes
node/11039510666,"Černá v Pošumaví, Mokrá",48.7589526,14.1384806,bus_stop,bus=yes
node/74201626,"Břeclav, náměstí TGM, kostel",48.7592243,16.8807868,bus_stop,bus=yes
node/8918438775,"Břeclav, Slovácká",48.7593212,16.8871888,bus_stop,bus=yes
node/3750729559,"Břeclav, náměstí TGM, městský úřad",48.7596588,16.8813465,bus_stop,bus=yes
node/11039512084,"Horní Stropnice, Bedřichov",48.7598392,14.7248605,bus_stop,bus=yes
node/8918438799,"Břeclav, náměstí TGM, městský úřad",48.7599678,16.881198,bus_stop,bus=yes
